Site_Name,Latitude,Longitude,C14_date,Std_dev,Lab_Code,Material_Dated,Reference,cal_curve,Orginal_Compiler,Notes
SITIO ARQUEOLÓGICO CARAMARCA,-6.376521984,-78.85905176,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CEMENTERIO DE CHURAS,-6.080527751,-78.95328272,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ANGURRA MACHAY,-6.351868904,-78.84791352,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO EL TUMBO,-6.116634676,-78.95532252,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO FILA DEL TAMBILLO,-6.081348861,-78.95286416,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACA MEDINA,-6.350923743,-78.85541702,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUAYACAN,-6.132141821,-78.91609021,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO INTICANCHA,-7.074040308,-77.8012383,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LA PORTADA,-7.235608962,-77.78678859,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LOS CASERONES,-6.990966191,-77.74028592,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MALLACA CHICO 1,-7.218073169,-77.80268619,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MALLACA CHICO 2,-7.215410326,-77.80373739,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PAMPAS DE HUAYABAMBA,-6.983628582,-77.74036977,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUEBLO VIEJO 1,-6.984005057,-77.8565103,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUEBLO VIEJO 2,-6.982323434,-77.85967399,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CABRITO CACA,-7.179750484,-77.67160087,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUILCAYPIRCA,-7.070155162,-78.01248629,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHOPOL CHICO,-7.173005347,-77.66296629,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHOPOL GRANDE,-7.174564967,-77.66515585,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHUENDEN,-7.011899536,-77.80952875,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TARUGURCO,-7.075421944,-77.79535853,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CERRO CASHURCO,-7.021127046,-77.78641428,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO CULLPACUCHO,-7.073824185,-77.81608823,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO EL CHURO,-7.022963466,-77.81777957,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO OLLAPAMPA O PIEDRA MOVIDA,-7.024996668,-77.8132248,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO PEÑA COLORADA,-7.009756879,-77.81125222,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO QUINUACONGA,-7.032593408,-77.78484565,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHALABAMBA,-7.21069862,-77.77633986,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHURUHUNAY,-7.031235061,-77.78231429,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO COCHAPAMPA,-7.020415195,-77.80578154,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ANDUL,-7.067184648,-77.79936997,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO EL CHURO,-7.067922891,-77.79379391,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO HUEQUERA LOS CASERONES,-6.987739849,-77.7419311,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LA IGLESIA,-7.249562787,-78.01185564,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MOLINOORCO,-7.442592942,-77.95120479,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PAMPA DE LOS CANAQUILES,-7.397504005,-77.96610792,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PAMPA DE PENCAS,-7.407544971,-77.96683572,NA,NA,NA,NA,SIGDA,,Sales,
ELEMENTO ARQUEOLÓGICO AISLADO PIEDRA DEL CALVARIO,-7.430916925,-77.93819326,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAL SI PUEDES,-7.430879402,-78.04799561,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASA BLANCA,-7.243817233,-78.00910718,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO ATUMPAMPA,-7.424570713,-77.93336328,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO CACHIRUNA,-7.408936022,-77.97227507,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO CARHUALLO,-7.397235474,-77.97115593,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO CHACATO,-7.436037602,-78.0438883,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO LA CRUZ,-7.422673182,-78.06658595,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO LAS CONAS,-7.401406204,-77.97160015,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO MAGANTE,-7.228717216,-78.04580838,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO PIGUAN DE PLOMO POMARONGO,-7.4301471,-78.0276277,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO PUL,-7.419979406,-78.06088386,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO URPU,-7.445380307,-78.05494933,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO VAQUERO O CERRO GENTIL,-7.222248207,-78.04015121,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHILCAPUQUIO,-7.404264401,-77.96566442,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CUEVAS DE MARCAMACHAY,-7.431613029,-77.93675882,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LA LUNA,-6.737392798,-77.6098188,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TAMBO DE CONDEBAMBA,-6.740290231,-77.64735749,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CERRO NUEVA ESPERANZA,-6.710561726,-77.60652994,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHILCHOS,-6.737507856,-77.67701829,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO EL TINGO,-6.698837887,-77.61048993,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HIGUERON,-6.724686668,-77.59969,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LOMA DEL LORO,-7.32141801,-78.11424294,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PLAYA DEL CURA,-6.738198847,-78.03751852,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO HUASHAG,-6.90877419,-78.12157666,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO HUASHMINORCO,-6.917214912,-78.13091017,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO LLUCHORCO,-7.518774454,-77.97970706,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO PIHUAN,-7.431750885,-78.03238653,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO POTOSI,-7.54748418,-77.95842983,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO QUINUA,-7.381640681,-78.08607017,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO COMPLEJO CHANCHORCO,-7.109970965,-77.96848443,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO EL CHOLOQUE,-6.847393108,-78.05036321,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO EL COCO CHICO,-6.845340562,-78.03246948,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO EL CONTROL,-6.842673613,-78.029241,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ELISCO O EL POLLO,-6.925486222,-78.12416062,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACA GRANDE,-6.836420756,-78.0261161,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LICLIC,-7.031982483,-77.83244848,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LOS CHUROS DE PUEMBOL,-7.029987179,-77.84858808,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LOS ESTRIBOS,-7.062571474,-77.73940315,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MICHIMAL,-7.051048253,-77.75365298,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUALAN 1,-7.059339566,-77.79524373,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUALAN 2,-7.059554837,-77.79550731,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TELAPSHO,-7.160630791,-77.68382081,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CERRO CABILDOPAMPA,-7.056989162,-77.74830651,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO EL CHURU,-7.051318036,-77.75387164,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHIVANE,-7.055816203,-77.75108535,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HINO,-7.180515002,-77.67995635,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PASCANA CUCHAPATA,-6.471844724,-77.70617975,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PURUNTEATA A,-5.939876093,-77.75911203,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PURUNTEATA B,-5.939047459,-77.75857545,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASA DEL CACIQUE CHACHA SOPLA,-6.11436342,-77.63815289,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO LA FERTILIDAD,-5.626999126,-77.62293362,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LA MORENA,-5.723595964,-78.32419393,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LIMONCITO,-5.69181092,-78.40053729,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LOS ARAUJO,-5.795554734,-78.2136382,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAN JUAN I,-5.693637029,-78.38270206,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAN JUAN II,-5.707358921,-78.37951828,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUEVAS DE CAMBIO PITEC,-5.6294738,-78.38477699,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LAURELPAMPA 1,-6.531683249,-78.39843893,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LAURELPAMPA 3,-6.531302491,-78.40345584,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO UÑIGAN,-6.542420109,-78.39164247,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CAPARICO,-6.42310369,-78.38782031,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SANTA ANA,-5.69164431,-78.40051327,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LOMA PUCARA,-6.348531504,-77.95314115,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUCARA,-6.332638813,-77.95175939,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PACHAYAMA,-5.957326301,-78.30143172,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LAHUAÑA,-6.114880529,-77.80533212,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LLAMAMARCA,-6.119756664,-77.81627146,NA,NA,NA,NA,SIGDA,,Sales,
ELEMENTO ARQUEOLÓGICO AISLADO LUCMURCO,-6.134477927,-77.79340077,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MIRAMAYO,-5.849256771,-77.8220952,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MOJONCRUZ B,-5.959637697,-77.76094341,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PANA,-6.11199836,-77.7861975,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RUMIYACU,-5.821958427,-77.82788617,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAN MATEO B,-5.929229422,-77.82228261,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHUG O LERA,-5.805565898,-77.94503825,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SIQUI,-6.112563772,-77.81638726,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CAMPANAURCO,-5.840982852,-77.96196676,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CAMPANILLA,-6.141281359,-77.80212086,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHIRTA B,-5.817607869,-77.83777066,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHURILLO,-6.139678995,-77.81131158,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO COMBOCA B,-5.840061612,-77.99259825,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO COMBOCA C,-5.842933544,-77.99277589,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CONTAMANA B,-5.94807185,-77.77889887,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO COPAL B,-5.798025543,-77.83286399,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUEVA METAL,-5.821338581,-77.82536588,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GOSMAL,-5.931247379,-77.79677274,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO HUACAPAMPA,-5.845638466,-77.82290714,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO IGLESIAPAMPA B,-5.937270784,-77.82056384,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TAMBOLIC O CERRO SHUPCHAUT 01,-6.010509768,-78.19286985,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PACCHAC,-6.276741655,-77.7513476,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PAMPA DAMIA,-6.29325403,-77.68997043,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PISCOYAHUCO,-6.256593035,-77.76136455,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PUENTE DE LA QUEBRADA DE RAMOS,-5.963049078,-77.87125869,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CACHIMICHE,-5.957193804,-77.9194878,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUINGAYACU,-5.984453074,-77.90391214,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CALGUNGA,-6.297041467,-77.66686095,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TECHAC,-6.214424316,-77.77308034,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO TERRAZAS AGRICOLAS DE SOLOCO,-6.260966529,-77.74412206,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO TERRAZAS DE MOLINOPAMPA,-6.216099362,-77.7810257,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TOPIA,-6.272341411,-77.7633076,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CATQUILLA,-6.216993236,-77.76566279,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHOQUIA,-6.271754107,-77.75472582,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CORAZON,-6.301957338,-77.70196351,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUEVA CALVARIO,-6.227857182,-77.78230651,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUEVA DE HATUM PAMPA,-5.97210634,-77.88772995,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUEVA DE SIRILACUCHO,-5.973111432,-77.89246387,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUEVA MASH MACHAYNA,-6.002199162,-77.91041342,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUEVA TOMASA,-6.001126646,-77.89800805,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GACMAL 1,-6.287748881,-77.68859648,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GACMAL 2,-6.298602801,-77.6901244,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ITIL PATA,-6.318286607,-77.91592045,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO KUTCHKUPATA,-6.154561705,-77.86712607,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO LA PITAYA,-6.18524503,-77.90038687,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LAGUNA SECA,-6.296113979,-77.90484371,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LAS PIRCAS,-6.235480029,-77.73811086,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LEJIA,-6.211591846,-77.72348593,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LEVANTO,-6.308533266,-77.89899837,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ATAPILLO SHUNDUR,-6.198554901,-77.84848501,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO NAVAR,-6.281237481,-77.87965046,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ÑUÑURQUILLO,-6.171743101,-77.8911324,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO OSMAL 1,-6.309959271,-77.88463078,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO OSMAL 2,-6.310476976,-77.88577142,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PASABREVE,-6.294932598,-77.88327453,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PIRCAPAMPA,-6.227020237,-77.74892049,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PIRQUILLA DE MARIPATA,-6.213439483,-77.73316594,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PUENTE RIO OLIA,-6.222185009,-77.7334459,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PUENTE RIO VENTILLA,-6.216662088,-77.7355483,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PURUR,-6.307197778,-77.86111958,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUYAN,-6.300701441,-77.87591099,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUISLLICRUZ 1,-6.310300504,-77.89477321,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUISLLICRUZ 2,-6.310916715,-77.89444253,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RETAMA,-6.322149575,-77.91500299,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAN PEDRO,-6.294024082,-77.87435723,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHICOSOL,-6.345587319,-77.89860905,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO UCHPIRCA,-6.227829434,-77.6472662,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO VELAURCO,-6.301679237,-77.90811629,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO YANAMACHAY,-6.332307831,-77.90153287,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO YAVARIN,-6.328433155,-77.91260012,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO COLLACRUZ,-6.312801855,-77.90797065,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CONDECHACA 1,-6.353286631,-77.89831801,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CONGONA,-6.320421269,-77.91225726,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CRUZPATA,-6.209264202,-77.73327983,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUCHAPAMPA,-6.225587679,-77.75331941,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUENGUIMIA,-6.30373746,-77.90031713,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO DESPOBLADO,-6.228561546,-77.77896035,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HORNOPUNKU,-6.142409639,-77.88890647,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO HUACUMA,-6.28334692,-77.84255032,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO INGAPIRCA,-6.31606991,-77.91003867,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ASURAN,-13.55603977,-72.69204887,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MOLLE MOLLE,-13.54149623,-72.69248475,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MOLLE MOLLE ALTO,-13.5453329,-72.68916917,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MOLLEJATA,-13.52716458,-72.69042501,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUCA PUCA Y/O TARA TARA,-13.55564051,-72.6850335,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RAJARAQAY,-13.53020422,-72.68105006,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO UMAJAJA,-13.55953375,-72.69271706,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO USHNO MOQO,-13.53239862,-72.68872149,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHUCUPUQUIO,-13.55034781,-72.68624843,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHUNTARCAY,-13.52516939,-72.6896316,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CORRAL PATA,-13.56592101,-72.68870226,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHANTA CHONTA,-14.17269406,-72.528463,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO APACHETA SUPAICO,-14.35358298,-72.65131842,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AYAMACHAY,-13.79390235,-72.56638591,NA,NA,NA,NA,SIGDA,,Sales,
ELEMENTO ARQUEOLÓGICO AISLADO OBSERVATORIO ASTRONOMICO DEL CERRO TURUNJASA,-13.81021836,-72.56811187,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO ORCOPATA,-13.86916962,-72.51498377,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO OTAHUI,-13.9070336,-72.53728545,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CAJIAMARCA,-13.79433358,-72.55703534,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUISHUARPAMPA,-13.85469174,-72.61625182,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CALVARIOMACHAY,-13.84828629,-72.5950495,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TAUNURI MOJO,-13.80234107,-72.55820925,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CARRETERA A OLLABAMBA,-13.79803408,-72.51343725,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO ACERO,-13.7837134,-72.51066793,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO COCCHI,-13.88348261,-72.52054634,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO COCHACALLA,-13.92563106,-72.53412868,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO COLTAMA,-13.93933671,-72.55474031,NA,NA,NA,NA,SIGDA,,Sales,
